Paper_Name,Year,Citation_Number,Type
Ordinal Regression with Multiple Output CNN for Age Estimation,2016,628,Poster
DeepCut: Joint Subset Partition and Labeling for Multi Person Pose Estimation,2016,1131,Poster
Thin-Slicing for Pose: Learning to Understand Pose without Explicit Pose Estimation,2016,18,Poster
A Dual-Source Approach for 3D Pose Estimation from a Single Image,2016,248,Poster
Efficiently Creating 3D Training Data for Fine Hand Pose Estimation,2016,105,Poster
Sparseness Meets Deepness: 3D Human Pose Estimation from Monocular Video,2016,484,Poster
Answer-Type Prediction for Visual Question Answering,2016,142,Poster
VisualWord2Vec (Vis-W2V): Learning Visually Grounded Word Embeddings Using Abstract Scenes,2016,117,Poster
Visual7W: Grounded Question Answering in Images,2016,848,Poster
Learning Deep Structure-Preserving Image-Text Embeddings,2016,834,Poster
Yin and Yang: Balancing and Answering Binary Visual Questions,2016,334,Poster
GIFT: A Real-Time and Scalable 3D Shape Search Engine,2016,303,Poster
Functional Faces: Groupwise Dense Correspondence Using Functional Maps,2016,21,Poster
Similarity Metric for Curved Shapes in Euclidean Space,2016,16,Poster
Shape Analysis with Hyperbolic Wasserstein Distance,2016,15,Poster
Tensor Power Iteration for Multi-graph Matching,2016,35,Poster
Multivariate Regression on the Grassmannian for Predicting Novel Domains,2016,20,Poster
Learning Cross-Domain Landmarks for Heterogeneous Domain Adaptation,2016,185,Poster
Geospatial Correspondences for Multimodal Registration,2016,35,Poster
Constrained Deep Transfer Feature Learning and Its Applications,2016,39,Poster
Deep Canonical Time Warping,2016,47,Poster
Multilinear Hyperplane Hashing,2016,45,Poster
Large Scale Hard Sample Mining with Monte Carlo Tree Search,2016,13,Poster
Multi-label Ranking from Positive and Unlabeled Data,2016,50,Poster
Joint Unsupervised Learning of Deep Representations and Image Clusters,2016,813,Poster
Kernel Sparse Subspace Clustering on Symmetric Positive Definite Manifolds,2016,122,Poster
Symmetry reCAPTCHA,2016,25,Poster
Unsupervised Learning of Discriminative Attributes and Visual Representations,2016,114,Poster
When VLAD Met Hilbert,2016,3,Poster
Approximate Log-Hilbert-Schmidt Distances between Covariance Operators for Image Classification,2016,22,Poster
Subspace Clustering with Priors via Sparse Quadratically Constrained Quadratic Programming,2016,14,Poster
Robust Tensor Factorization with Unknown Noise,2016,36,Poster
Kernel Approximation via Empirical Orthogonal Decomposition for Unsupervised Feature Learning,2016,13,Poster
Active Learning for Delineation of Curvilinear Structures,2016,20,Poster
Recognizing Emotions from Abstract Paintings Using Non-Linear Matrix Completion,2016,106,Poster
Tensor Robust Principal Component Analysis: Exact Recovery of Corrupted Low-Rank Tensors via Convex Optimization,2016,475,Poster
Sliced Wasserstein Kernels for Probability Distributions,2016,157,Poster
Trace Quotient Meets Sparsity: A Method for Learning Low Dimensional Image Representations,2016,18,Poster
Backtracking ScSPM Image Classifier for Weakly Supervised Top-Down Saliency,2016,38,Poster
MSR-VTT: A Large Video Description Dataset for Bridging Video and Language,2016,1319,Poster
NetVLAD: CNN Architecture for Weakly Supervised Place Recognition,2016,2527,Oral
Structural-RNN: Deep Learning on Spatio-Temporal Graphs,2016,1114,Oral
Learning to Select Pre-Trained Deep Representations with Bayesian Evidence Framework,2016,16,Oral
Synthesized Classifiers for Zero-Shot Learning,2016,853,Oral
Semi-supervised Vocabulary-Informed Learning,2016,165,Oral
Simultaneous Clustering and Model Selection for Tensor Affinities,2016,6,Spotlight
Discriminatively Embedded K-Means for Multi-view Clustering,2016,139,Spotlight
Min Norm Point Algorithm for Higher Order MRF-MAP Inference,2016,19,Spotlight
Learning Deep Representation for Imbalanced Classification,2016,927,Spotlight
Learning Local Image Descriptors with Deep Siamese and Triplet Convolutional Networks by Minimizing Global Loss Functions,2016,368,Spotlight
Sparse Coding for Third-Order Super-Symmetric Tensor Descriptors with Application to Texture Recognition,2016,35,Spotlight
Random Features for Sparse Signal Classification,2016,8,Spotlight
High-Quality Depth from Uncalibrated Small Motion Clip,2016,109,Oral
Efficient 3D Room Shape Recovery from a Single Panorama,2016,79,Oral
Structured Prediction of Unobserved Voxels from a Single Depth Image,2016,174,Oral
HyperDepth: Learning Depth from Structured Light without Matching,2016,122,Oral
SVBRDF-Invariant Shape and Reflectance Estimation from Light-Field Cameras,2016,69,Oral
Semantic 3D Reconstruction with Continuous Regularization and Ray Potentials Using a Visibility Consistency Constraint,2016,60,Spotlight
Theory and Practice of Structure-From-Motion Using Affine Correspondences,2016,62,Spotlight
Just Look at the Image: Viewpoint-Specific Surface Normal Prediction for Improved Multi-View Reconstruction,2016,31,Spotlight
From Dusk Till Dawn: Modeling in the Dark,2016,45,Spotlight
Accelerated Generative Models for 3D Point Cloud Data,2016,62,Spotlight
Monocular Depth Estimation Using Neural Regression Forest,2016,350,Spotlight
Deep Stereo: Learning to Predict New Views from the World's Imagery,2016,696,Spotlight
WIDER FACE: A Face Detection Benchmark,2016,1769,Oral
Situation Recognition: Visual Semantic Role Labeling for Image Understanding,2016,251,Oral
"A 3D Morphable Model Learnt from 10, 000 Faces",2016,375,Spotlight
Some Like It Hot - Visual Guidance for Preference Prediction,2016,101,Spotlight
"EmotioNet: An Accurate, Real-Time Algorithm for the Automatic Annotation of a Million Facial Expressions in the Wild",2016,576,Spotlight
ForgetMeNot: Memory-Aware Forensic Facial Sketch Matching,2016,68,Spotlight
LOMo: Latent Ordinal Model for Facial Analysis in Videos,2016,99,Spotlight
Discriminative Invariant Kernel Features: A Bells-and-Whistles-Free Approach to Unsupervised Face Recognition and Pose Estimation,2016,33,Spotlight
Bottom-Up and Top-Down Reasoning with Hierarchical Rectified Gaussians,2016,118,Spotlight
Fits Like a Glove: Rapid and Reliable Hand Shape Personalization,2016,127,Spotlight
Slicing Convolutional Neural Network for Crowd Video Understanding,2016,94,Spotlight
Linear Shape Deformation Models with Local Support Using Graph-Based Structured Matrix Factorisation,2016,17,Spotlight
Motion from Structure (MfS): Searching for 3D Objects in Cluttered Point Trajectories,2016,3,Spotlight
Volumetric and Multi-view CNNs for Object Classification on 3D Data,2016,1704,Spotlight
Detecting Vanishing Points Using Global Image Context in a Non-ManhattanWorld,2016,119,Spotlight
Learning Weight Uncertainty with Stochastic Gradient MCMC for Shape Classification,2016,57,Spotlight
A Field Model for Repairing 3D Shapes,2016,103,Spotlight
GOGMA: Globally-Optimal Gaussian Mixture Alignment,2016,104,Spotlight
Efficient Deep Learning for Stereo Matching,2016,839,Spotlight
Efficient Coarse-to-Fine Patch Match for Large Displacement Optical Flow,2016,256,Spotlight
FANNG: Fast Approximate Nearest Neighbour Graphs,2016,111,Spotlight
Exemplar-Driven Top-Down Saliency Detection via Deep Association,2016,40,Spotlight
Unconstrained Salient Object Detection via Proposal Subset Optimization,2016,105,Spotlight
Recombinator Networks: Learning Coarse-to-Fine Feature Aggregation,2016,138,Spotlight
End-to-End Saliency Mapping via Probability Distribution Prediction,2016,166,Spotlight
A Paradigm for Building Generalized Models of Human Image Perception through Data Fusion,2016,7,Poster
Longitudinal Face Modeling via Temporal Deep Restricted Boltzmann Machines,2016,63,Poster
Saliency Unified: A Deep Architecture for simultaneous Eye Fixation Prediction and Salient Object Segmentation,2016,170,Poster
"Estimating Correspondences of Deformable Objects In-the-Wild""""",2016,12,Poster
Gravitational Approach for Point Set Registration,2016,52,Poster
Context-Aware Gaussian Fields for Non-rigid Point Set Registration,2016,31,Poster
Trust No One: Low Rank Matrix Factorization Using Hierarchical RANSAC,2016,6,Poster
Relaxation-Based Preprocessing Techniques for Markov Random Field Inference,2016,10,Poster
Sparse Coding for Classification via Discrimination Ensemble,2016,54,Poster
Principled Parallel Mean-Field Inference for Discrete Random Fields,2016,30,Poster
Guaranteed Outlier Removal with Mixed Integer Linear Programs,2016,46,Poster
Memory Efficient Max Flow for Multi-label Submodular MRFs,2016,8,Poster
Proximal Riemannian Pursuit for Large-Scale Trace-Norm Minimization,2016,4,Poster
Minimizing the Maximal Rank,2016,1,Poster
Solving Temporal Puzzles,2016,5,Poster
Estimating Sparse Signals with Smooth Support via Convex Programming and Block Sparsity,2016,7,Poster
TenSR: Multi-dimensional Tensor Sparse Representation,2016,48,Poster
Moral Lineage Tracing,2016,21,Poster
Globally Optimal Rigid Intensity Based Registration: A Fast Fourier Domain Approach,2016,5,Poster
On Benefits of Selection Diversity via Bilevel Exclusive Sparsity,2016,7,Poster
Fast Training of Triplet-Based Deep Binary Embedding Networks,2016,132,Poster
Marr Revisited: 2D-3D Alignment via Surface Normal Prediction,2016,282,Poster
Recovering the Missing Link: Predicting Class-Attribute Associations for Unsupervised Zero-Shot Learning,2016,111,Poster
Fast Zero-Shot Image Tagging,2016,101,Poster
Modality and Component Aware Feature Fusion for RGB-D Scene Classification,2016,78,Poster
PPP: Joint Pointwise and Pairwise Image Label Prediction,2016,36,Poster
Cataloging Public Objects Using Aerial and Street-Level Images - Urban Trees,2016,185,Poster
Deep Exemplar 2D-3D Detection by Adapting from Real to Rendered Views,2016,112,Poster
Zero-Shot Learning via Joint Latent Similarity Embedding,2016,410,Poster
CRAFT Objects from Images,2016,157,Poster
Exclusivity-Consistency Regularized Multi-view Subspace Clustering,2017,230,Spotlight
Borrowing Treasures from the Wealthy: Deep Transfer Learning through Selective Joint Fine-Tuning,2017,243,Spotlight
The More You Know: Using Knowledge Graphs for Image Classification,2017,356,Spotlight
Dynamic Edge-Conditioned Filters in Convolutional Neural Networks on Graphs,2017,1230,Spotlight
Convolutional Neural Network Architecture for Geometric Matching,2017,544,Spotlight
Deep Affordance-Grounded Sensorimotor Object Recognition,2017,36,Spotlight
Discovering Causal Signals in Images,2017,197,Spotlight
On Compressing Deep Models by Low Rank and Sparse Decomposition,2017,387,Spotlight
PointNet: Deep Learning on Point Sets for 3D Classification and Segmentation,2017,11806,Oral
Universal Adversarial Perturbations,2017,2497,Oral
Unsupervised Pixel-Level Domain Adaptation with Generative Adversarial Networks,2017,1668,Oral
Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network,2017,10722,Oral
Global Hypothesis Generation for 6D Object Pose Estimation,2017,136,Spotlight
A Practical Method for Fully Automatic Intrinsic Camera Calibration Using Directionally Encoded Light,2017,7,Spotlight
CATS: A Color and Thermal Stereo Benchmark,2017,55,Spotlight
Elastic Shape-from-Template with Spatially Sparse Deforming Forces,2017,13,Spotlight
Distinguishing the Indistinguishable: Exploring Structural Ambiguities via Geodesic Context,2017,28,Spotlight
Multi-scale Continuous CRFs as Sequential Deep Networks for Monocular Depth Estimation,2017,451,Spotlight
Dynamic Time-of-Flight,2017,13,Spotlight
Training Object Class Detectors with Click Supervision,2017,111,Spotlight
Semantic Scene Completion from a Single Depth Image,2017,1106,Oral
3DMatch: Learning Local Geometric Descriptors from RGB-D Reconstructions,2017,761,Oral
Multi-view Supervision for Single-View Reconstruction via Differentiable Ray Consistency,2017,520,Oral
On-the-Fly Adaptation of Regression Forests for Online Camera Relocalisation,2017,116,Oral
Designing Effective Inter-Pixel Information Flow for Natural Image Matting,2017,174,Spotlight
Deep Video Deblurring for Hand-Held Cameras,2017,543,Spotlight
Instance-Level Salient Object Segmentation,2017,291,Spotlight
Deep Multi-scale Convolutional Neural Network for Dynamic Scene Deblurring,2017,1680,Spotlight
Diversified Texture Synthesis with Feed-Forward Networks,2017,266,Spotlight
Radiometric Calibration for Internet Photo Collections,2017,6,Spotlight
Deeply Aggregated Alternating Minimization for Image Restoration,2017,34,Spotlight
End-to-End Instance Segmentation with Recurrent Attention,2017,371,Spotlight
SRN: Side-Output Residual Network for Object Symmetry Detection in the Wild,2017,95,Oral
Deep Image Matting,2017,495,Oral
Wetness and Color from a Single Multispectral Image,2017,12,Oral
FC^4: Fully Convolutional Color Constancy with Confidence-Weighted Pooling,2017,258,Oral
"Face Normals In-the-Wild"" Using Fully Convolutional Networks""",2017,49,Poster
A Non-convex Variational Approach to Photometric Stereo under Inaccurate Lighting,2017,63,Poster
A Linear Extrinsic Calibration of Kaleidoscopic Imaging System from Single 3D Point,2017,7,Poster
Polarimetric Multi-view Stereo,2017,119,Poster
An Exact Penalty Method for Locally Convergent Maximum Consensus,2017,39,Poster
Deep Supervision with Shape Concepts for Occlusion-Aware 3D Object Parsing,2017,96,Poster
Amodal Detection of 3D Objects: Inferring 3D Bounding Boxes from 2D Ones in RGB-Depth Images,2017,100,Poster
Transition Forests: Learning Discriminative Temporal Transitions for Action Recognition and Detection,2017,79,Poster
Scene Flow to Action Map: A New Representation for RGB-D Based Action Recognition with Convolutional Neural Networks,2017,152,Poster
Detecting Masked Faces in the Wild with LLE-CNNs,2017,430,Poster
A Domain Based Approach to Social Relation Recognition,2017,103,Poster
Spatio-Temporal Naive-Bayes Nearest-Neighbor (ST-NBNN) for Skeleton-Based Action Recognition,2017,134,Poster
Personalizing Gesture Recognition Using Hierarchical Bayesian Neural Networks,2017,32,Poster
